Alabama,Anniston Al ,https://www.budget.com/en/locations/us/al/anniston/n5b,N5B,"Anniston Al (N5B) 1100 S Quintard Ave, 1100 S Quintard Ave, Anniston, AL, 36201, United States"
Alabama,Birmingham - Third Ave ,https://www.budget.com/en/locations/us/al/birmingham/bm1,BM1,"Birmingham - Third Ave (BM1) 2301 Third Ave South, 2301 Third Ave South, (Near 23rd St), Birmingham, AL, 35233, United States"
Alabama,Birmingham-Hwy 280 Inverness ,https://www.budget.com/en/locations/us/al/birmingham/qd6,QD6,"Birmingham-Hwy 280 Inverness (QD6) 450 Cahaba Park Circle, 450 Cahaba Park Circle, Birmingham, AL, 35242, United States"
Alabama,Birmingham-Local Renters Only ,https://www.budget.com/en/locations/us/al/birmingham/qb3,QB3,"Birmingham-Local Renters Only (QB3) 5344 Messer Airport Highway, 5344 Messer Airport Highway, (At 18th Alley), Birmingham, AL, 35212, United States"
Alabama,Birmingham-Shuttlesworth Intl ,https://www.budget.com/en/locations/us/al/birmingham/bhm,BHM,"Birmingham-Shuttlesworth Intl (BHM) 5900 Messer Airport Highway, 5900 Messer Airport Highway, (Airline Passengers Only), Birmingham, AL, 35212, United States"
Alabama,Huntsville Intl Airport ,https://www.budget.com/en/locations/us/al/huntsville/hsv,HSV,"Huntsville Intl Airport (HSV) 1000 Glenn Hearn Blvd Sw, 1000 Glenn Hearn Blvd Sw, Ste 108b, Huntsville, AL, 35824, United States"
Alabama,"Huntsville, Al ",https://www.budget.com/en/locations/us/al/huntsville/bghsv,BGHSV,"Huntsville, Al (BGHSV) 3154 University Dr Northwest, 3154 University Dr Northwest, Huntsville, AL, 35816, United States"
Alabama,Mobile Regional Airport ,https://www.budget.com/en/locations/us/al/mobile/mob,MOB,"Mobile Regional Airport (MOB) 8400 Airport Blvd, 8400 Airport Blvd, Mobile, AL, 36608, United States"
Alabama,Montgomery - Eastern Blvd ,https://www.budget.com/en/locations/us/al/montgomery/m2g,M2G,"Montgomery - Eastern Blvd (M2G) 2900 Eastern Blvd, 2900 Eastern Blvd, Montgomery, AL, 36116, United States"
Alabama,Montgomery Regional Airport ,https://www.budget.com/en/locations/us/al/montgomery/mgm,MGM,"Montgomery Regional Airport (MGM) 4445 Selma Hwy, 4445 Selma Hwy, Montgomery, AL, 36108, United States"
Alabama,Pelham ,https://www.budget.com/en/locations/us/al/pelham/mo1,MO1,"Pelham (MO1) 451-B Southgate Dr, 451-B Southgate Dr, Pelham, AL, 35124, United States"
Alabama,Prattville East Shopping Ctr ,https://www.budget.com/en/locations/us/al/prattville/pa3,PA3,"Prattville East Shopping Ctr (PA3) 1702 E Main St, 1702 E Main St, Prattville, AL, 36066, United States"
Alabama,Tuscaloosa National Airport ,https://www.budget.com/en/locations/us/al/tuscaloosa/tcl,TCL,"Tuscaloosa National Airport (TCL) 7601 R Cardinal Airport Rd, 7601 R Cardinal Airport Rd, Ste 100, Tuscaloosa, AL, 35401, United States"
Alaska,Anchorage Intl Airport ,https://www.budget.com/en/locations/us/ak/anchorage/anc,ANC,"Anchorage Intl Airport (ANC) 5000 W Intl Airport Rd, 5000 W Intl Airport Rd, Anchorage, AK, 99502, United States"
Alaska,Fairbanks Intl Airport ,https://www.budget.com/en/locations/us/ak/fairbanks/fai,FAI,"Fairbanks Intl Airport (FAI) 6450 Airport Way - Ste 6, 6450 Airport Way - Ste 6, Fairbanks, AK, 99709, United States"
Alaska,Juneau Intl Airport ,https://www.budget.com/en/locations/us/ak/juneau/jnu,JNU,"Juneau Intl Airport (JNU) 1873 Shell Simmons Dr, 1873 Shell Simmons Dr, Juneau, AK, 99801, United States"
Alaska,Kenai Intl Airport ,https://www.budget.com/en/locations/us/ak/kenai/ena,ENA,"Kenai Intl Airport (ENA) 305 N Willow St - Ste 116, 305 N Willow St - Ste 116, Kenai, AK, 99611, United States"
Alaska,Ketchikan Intl Airport ,https://www.budget.com/en/locations/us/ak/ketchikan/ktn,KTN,"Ketchikan Intl Airport (KTN) 1000 Airport Terminal, 1000 Airport Terminal, (On The Island), Ketchikan, AK, 99901, United States"
Arizona,Avondale ,https://www.budget.com/en/locations/us/az/avondale/av7,AV7,"Avondale (AV7) 205 E Van Buren St, 205 E Van Buren St, (2 Blocks West Of Dysart Rd), Avondale, AZ, 85323, United States"
Arizona,Laughlin/Bullhead Intl Airport ,https://www.budget.com/en/locations/us/az/bullhead-city/ifp,IFP,"Laughlin/Bullhead Intl Airport (IFP) 2550 Laughlin View Dr, 2550 Laughlin View Dr, Bullhead City, AZ, 86429, United States"
Arizona,Chandler - Arizona Ave ,https://www.budget.com/en/locations/us/az/chandler/c9a,C9A,"Chandler - Arizona Ave (C9A) 1401 N Arizona Ave, 1401 N Arizona Ave, (At Knox Rd), Chandler, AZ, 85225, United States"
Arizona,Ocotillo Plaza Shopping Center ,https://www.budget.com/en/locations/us/az/chandler/cd9,CD9,"Ocotillo Plaza Shopping Center (CD9) 2860 S Alma School Rd - Ste 34, 2860 S Alma School Rd - Ste 34, (Next To Shoppers Supply), Chandler, AZ, 85286, United States"
Arizona,West Chandler ,https://www.budget.com/en/locations/us/az/chandler/c12,C12,"West Chandler (C12) 3855 W Ray Rd - Ste 1, 3855 W Ray Rd - Ste 1, (At Mcclintock Dr), Chandler, AZ, 85226, United States"
Arizona,Flagstaff Downtown ,https://www.budget.com/en/locations/us/az/flagstaff/af1,AF1,"Flagstaff Downtown (AF1) 1426 State Route 66 - Ste 101, 1426 State Route 66 - Ste 101, (At Switzer Canyon Dr), Flagstaff, AZ, 86001, United States"
Arizona,Flagstaff Pulliam Airport ,https://www.budget.com/en/locations/us/az/flagstaff/flg,FLG,"Flagstaff Pulliam Airport (FLG) 6200 S Pulliam Dr - Ste 103, 6200 S Pulliam Dr - Ste 103, Flagstaff, AZ, 86005, United States"
Arizona,Glendale (At 67th Ave) ,https://www.budget.com/en/locations/us/az/glendale/g1e,At 67th Ave,"Glendale (At 67th Ave) (G1E) 6666 W Bell Rd, 6666 W Bell Rd, Glendale, AZ, 85308, United States"
Arizona,Goodyear - Hampton Inn ,https://www.budget.com/en/locations/us/az/goodyear/gy5,GY5,"Goodyear - Hampton Inn (GY5) 2000 N Litchfield Rd, 2000 N Litchfield Rd, (North Of I-10 Near Mcdowell), Goodyear, AZ, 85395, United States"
Arizona,Lake Havasu City Airport ,https://www.budget.com/en/locations/us/az/lake-havasu-city/hii,HII,"Lake Havasu City Airport (HII) 5600 N Hwy 95, 5600 N Hwy 95, Lake Havasu City, AZ, 86404, United States"
Arizona,Country Inn &amp; Suites ,https://www.budget.com/en/locations/us/az/mesa/p28,P28,"Country Inn & Suites (P28) 6650 E Superstition Sprgs Blvd, 6650 E Superstition Sprgs Blvd, (At Power Rd), Mesa, AZ, 85206, United States"
Arizona,Mesa - Country Club Dr ,https://www.budget.com/en/locations/us/az/mesa/p05,P05,"Mesa - Country Club Dr (P05) 529 S Country Club Dr, 529 S Country Club Dr, Mesa, AZ, 85210, United States"
Arizona,Superstition Springs Center ,https://www.budget.com/en/locations/us/az/mesa/m4z,M4Z,"Superstition Springs Center (M4Z) 6322 E Superstition Sprgs Blvd, 6322 E Superstition Sprgs Blvd, Ste 111, Mesa, AZ, 85206, United States"
Arizona,Bell Towne Plaza ,https://www.budget.com/en/locations/us/az/phoenix/p5a,P5A,"Bell Towne Plaza (P5A) 245 E Bell Rd - Ste 24, 245 E Bell Rd - Ste 24, Phoenix, AZ, 85022, United States"
Arizona,Central Phoenix ,https://www.budget.com/en/locations/us/az/phoenix/px1,PX1,"Central Phoenix (PX1) 2640 E Indian School Rd, 2640 E Indian School Rd, Phoenix, AZ, 85016, United States"
Arizona,Phoenix - Travelers Inn ,https://www.budget.com/en/locations/us/az/phoenix/bgnx1,BGNX1,"Phoenix - Travelers Inn (BGNX1) 5102 W Latham St, 5102 W Latham St, Phoenix, AZ, 85043, United States"
Arizona,Sky Harbor Intl Airport ,https://www.budget.com/en/locations/us/az/phoenix/phx,PHX,"Sky Harbor Intl Airport (PHX) 1805 E Sky Harbor Circle South, 1805 E Sky Harbor Circle South, Phoenix, AZ, 85034, United States"
Arizona,Union Hills Village ,https://www.budget.com/en/locations/us/az/phoenix/uh1,UH1,"Union Hills Village (UH1) 18631 N 19th Ave - Ste 128, 18631 N 19th Ave - Ste 128, Phoenix, AZ, 85027, United States"
Arizona,Prescott Gateway Mall ,https://www.budget.com/en/locations/us/az/prescott/p1a,P1A,"Prescott Gateway Mall (P1A) 3280 Gateway Blvd - Ste 310, 3280 Gateway Blvd - Ste 310, Prescott, AZ, 86303, United States"
Arizona,Prescott Regional Airport ,https://www.budget.com/en/locations/us/az/prescott/prc,PRC,"Prescott Regional Airport (PRC) 6600 Airport Ave, 6600 Airport Ave, Prescott, AZ, 86301, United States"
Arizona,Doubletree Paradise Valley Rst ,https://www.budget.com/en/locations/us/az/scottsdale/d1l,D1L,"Doubletree Paradise Valley Rst (D1L) 5401 N Scottsdale Rd, 5401 N Scottsdale Rd, Scottsdale, AZ, 85250, United States"
Arizona,Pavilions At Talking Stick ,https://www.budget.com/en/locations/us/az/scottsdale/s8p,S8P,"Pavilions At Talking Stick (S8P) 8969 E Talking Stick Way C-7, 8969 E Talking Stick Way C-7, (A.k.a. E Indian Bend Rd), Scottsdale, AZ, 85250, United States"
Arizona,Pima Crossing ,https://www.budget.com/en/locations/us/az/scottsdale/p22,P22,"Pima Crossing (P22) 8752 E Shea Blvd - Ste 132, 8752 E Shea Blvd - Ste 132, (At Pima Fwy), Scottsdale, AZ, 85260, United States"
Arizona,Scottsdale - Northsight Blvd ,https://www.budget.com/en/locations/us/az/scottsdale/s3z,S3Z,"Scottsdale - Northsight Blvd (S3Z) 14880 N Northsight Blvd, 14880 N Northsight Blvd, Ste 105, Scottsdale, AZ, 85260, United States"
Arizona,Fry's Food &amp; Drugs ,https://www.budget.com/en/locations/us/az/sun-city/p23,P23,"Fry's Food & Drugs (P23) 10660 Grand Ave, 10660 Grand Ave, (107th &amp; Grand), Sun City, AZ, 85351, United States"
Arizona,Surprise ,https://www.budget.com/en/locations/us/az/surprise/s4u,S4U,"Surprise (S4U) 17150 N 134th Dr, 17150 N 134th Dr, Surprise, AZ, 85378, United States"
